attendance_pct,study_hours_per_day,sleep_hours,assignment_score,previous_score,extracurricular_hours,internet_access,at_risk
100.0,2.8,8.7,70.9,37.9,2.0,Yes,0
91.3,3.2,7.1,70.6,81.9,4.9,Yes,0
66.5,1.8,7.6,38.8,58.0,3.5,Yes,1
82.2,2.7,5.0,68.7,84.0,2.7,Yes,0
73.1,0.6,6.3,69.6,87.7,2.1,Yes,1
74.6,3.0,5.8,69.6,60.1,2.0,Yes,1
80.2,3.4,4.9,93.2,79.4,0.6,Yes,0
85.4,2.5,7.1,53.8,59.4,0.0,Yes,0
73.9,0.5,4.5,59.6,40.5,0.8,Yes,1
90.8,4.2,5.5,32.8,72.0,1.7,Yes,0
64.3,3.3,6.4,64.8,62.5,0.0,Yes,1
78.1,1.8,6.1,66.1,63.0,1.1,Yes,1
100.0,2.4,7.4,64.4,100.0,1.5,Yes,0
80.7,0.7,7.3,88.6,45.6,1.5,Yes,0
95.2,1.4,8.0,84.9,76.1,1.0,Yes,0
79.1,2.0,7.8,73.2,54.1,1.4,Yes,0
85.0,4.5,8.3,66.4,84.5,3.9,Yes,0
77.3,1.9,7.0,87.4,74.8,2.6,Yes,0
76.0,3.7,7.3,71.7,76.1,1.1,Yes,0
68.6,2.0,7.6,59.7,54.9,1.7,Yes,0
83.2,3.1,7.2,46.3,57.8,1.8,Yes,1
67.8,2.6,6.6,65.4,84.8,0.9,Yes,0
86.0,4.0,6.6,83.3,98.3,0.9,Yes,0
91.0,2.1,6.1,100.0,77.7,3.0,Yes,0
82.4,0.6,7.5,72.9,55.6,1.3,Yes,1
74.6,0.9,6.9,60.5,75.4,0.5,Yes,0
83.4,2.1,6.3,54.2,100.0,1.7,Yes,0
74.3,1.1,6.3,80.3,71.6,1.9,Yes,1
89.2,3.4,5.7,45.5,93.4,0.0,Yes,0
56.0,2.1,8.1,80.3,58.2,1.8,Yes,0
74.0,6.1,7.1,84.3,69.3,2.8,Yes,0
54.1,0.4,6.1,78.5,79.9,2.3,Yes,1
60.1,3.1,7.9,68.7,76.4,4.5,Yes,0
94.4,1.2,6.4,80.5,57.7,3.3,No,0
88.7,2.1,5.5,74.6,57.0,3.5,No,0
69.4,3.0,8.1,60.3,85.8,5.2,Yes,0
60.0,0.0,6.4,99.8,89.1,2.7,Yes,0
42.4,3.1,6.6,66.7,94.2,2.0,Yes,0
71.5,5.5,7.0,83.6,98.9,3.0,Yes,0
100.0,2.2,8.3,35.7,72.2,1.1,Yes,0
83.2,3.2,7.0,91.1,65.0,1.9,Yes,0
71.3,4.2,5.7,94.0,91.6,1.0,Yes,0
83.6,2.6,7.6,72.4,81.4,2.3,Yes,0
59.3,2.0,6.5,80.4,54.3,1.0,Yes,1
74.4,0.0,9.1,80.4,53.5,1.0,Yes,1
79.2,3.7,7.0,62.4,77.9,2.3,Yes,0
77.0,2.6,4.5,80.2,67.2,1.6,No,0
87.5,1.4,7.4,59.9,69.6,0.0,Yes,0
82.1,3.0,9.1,62.9,87.2,0.1,Yes,0
86.0,2.0,8.7,88.9,82.1,0.4,Yes,0
69.7,2.1,9.0,86.6,91.3,0.7,Yes,0
88.8,3.6,5.9,61.4,39.1,2.3,Yes,0
97.5,0.9,8.0,61.0,74.1,2.1,Yes,0
66.4,4.3,6.2,62.3,81.1,3.1,No,0
67.3,0.8,7.2,83.0,45.6,2.7,Yes,1
94.0,1.9,5.6,57.0,59.5,3.1,Yes,1
75.7,5.5,6.3,77.4,56.6,2.5,Yes,0
94.8,4.4,6.3,83.2,70.3,2.1,No,0
72.7,2.9,8.0,70.7,96.0,3.1,Yes,0
95.5,1.5,7.9,87.2,100.0,2.9,No,0
79.6,2.1,7.3,67.4,57.0,2.3,Yes,1
81.1,2.9,5.5,68.8,78.4,3.3,Yes,0
96.8,2.9,6.7,57.3,78.9,0.0,Yes,0
73.7,2.7,6.2,87.3,76.2,1.5,Yes,0
66.7,2.8,8.0,60.5,76.4,1.4,Yes,1
72.6,2.5,8.3,77.2,74.9,3.2,No,0
83.4,0.8,8.2,70.9,97.0,3.7,Yes,0
59.2,2.1,6.2,56.2,87.6,0.1,Yes,0
85.6,4.1,4.0,62.9,53.0,3.5,Yes,0
71.5,0.9,5.1,92.7,82.7,0.4,No,0
91.8,2.5,8.6,75.0,84.3,0.4,No,0
49.3,1.7,6.6,56.9,75.0,1.5,No,1
68.6,3.0,6.2,76.6,88.1,1.4,Yes,0
57.8,2.3,8.8,69.8,73.0,0.0,No,1
68.1,4.9,8.4,100.0,73.2,2.6,Yes,0
81.0,3.5,7.0,76.3,71.9,2.6,Yes,0
75.8,1.0,6.7,66.3,37.7,3.1,Yes,1
75.0,3.7,6.9,93.3,68.7,1.3,Yes,0
76.1,1.7,7.2,44.4,59.3,1.8,Yes,1
80.4,2.0,8.8,73.4,51.0,1.8,Yes,0
65.9,3.2,7.5,100.0,92.9,3.8,Yes,0
86.5,2.1,7.8,70.3,78.1,0.0,Yes,0
86.0,4.0,8.3,46.0,69.5,0.7,Yes,0
82.6,1.7,5.7,66.1,61.0,1.8,Yes,0
84.7,1.9,7.8,93.8,74.7,0.5,Yes,0
81.6,1.9,6.7,77.6,85.9,1.5,Yes,0
100.0,2.0,4.2,59.4,56.8,1.6,Yes,0
77.0,4.3,4.7,61.7,69.9,1.0,Yes,0
74.3,3.7,5.9,63.6,83.9,1.9,Yes,0
69.0,5.2,7.6,77.4,39.0,2.6,Yes,0
65.6,6.0,7.1,92.1,69.1,1.5,Yes,0
63.1,1.4,7.2,87.8,63.1,1.3,Yes,0
67.3,2.9,9.1,78.8,67.9,1.6,Yes,0
77.2,1.2,5.6,52.0,62.0,1.8,Yes,1
82.0,1.7,7.0,52.1,72.2,0.0,Yes,1
78.6,1.9,7.3,80.0,100.0,2.4,Yes,0
68.8,1.3,6.2,51.8,64.8,1.3,Yes,0
88.8,1.3,7.0,68.6,74.7,3.3,Yes,0
86.9,2.6,5.2,76.6,100.0,2.5,Yes,0
76.1,1.1,8.6,54.9,61.2,3.2,Yes,0
70.2,4.0,6.3,56.6,99.0,0.6,Yes,0
84.6,1.5,9.2,70.6,70.1,1.4,No,1
80.3,6.7,7.0,79.6,98.5,0.3,Yes,0
60.6,2.2,8.1,87.9,82.0,1.0,Yes,1
77.2,2.9,6.9,81.1,74.9,3.3,No,0
81.1,1.0,7.0,73.1,68.9,3.6,Yes,1
67.2,5.2,6.4,60.8,60.0,0.4,Yes,0
80.3,4.4,7.1,55.9,71.2,1.3,No,0
60.5,3.2,7.3,64.3,84.4,1.7,Yes,0
94.0,0.9,6.1,78.1,69.8,2.5,Yes,0
93.0,3.1,6.9,77.0,64.9,0.0,Yes,0
75.0,1.2,6.3,40.5,66.0,0.0,Yes,1
82.4,4.8,9.5,60.2,85.9,2.4,Yes,0
49.1,3.9,6.9,90.1,89.6,0.0,Yes,0
64.1,2.9,8.7,73.2,59.3,1.3,No,1
74.5,0.0,6.8,50.7,59.3,2.0,Yes,1
65.1,1.4,7.3,100.0,76.1,2.3,Yes,0
86.6,3.8,5.5,71.6,94.4,1.6,Yes,0
100.0,4.5,6.5,77.8,88.3,1.4,Yes,0
63.9,4.4,7.2,78.0,50.0,2.8,Yes,0
68.0,0.6,8.7,66.5,65.8,2.1,Yes,1
80.8,3.2,7.2,61.1,55.1,1.0,Yes,0
97.3,4.2,8.5,100.0,65.7,1.8,Yes,0
63.3,0.5,7.7,87.0,95.7,2.3,Yes,0
81.0,2.8,8.8,84.3,47.2,3.9,Yes,1
99.9,3.2,6.9,80.6,44.1,2.7,Yes,0
58.2,2.4,9.6,57.0,56.7,3.3,Yes,1
62.6,0.2,6.5,91.2,74.6,1.1,Yes,0
72.9,2.3,6.2,59.4,79.9,1.2,Yes,0
71.8,2.3,5.7,76.2,77.0,1.5,Yes,0
87.8,2.6,9.6,47.4,88.8,1.6,No,0
80.9,2.0,7.9,41.4,41.8,0.6,Yes,1
56.7,2.2,6.6,76.8,89.0,3.3,No,0
84.2,2.7,8.4,59.9,65.0,2.9,No,0
71.1,3.4,7.8,42.2,81.7,1.4,Yes,0
93.3,2.4,9.2,80.1,48.8,2.6,Yes,1
70.5,2.2,5.3,100.0,70.1,2.1,No,0
70.4,2.9,6.7,92.8,73.8,2.7,No,0
84.5,0.1,6.5,68.1,88.5,0.2,No,0
87.2,3.5,4.8,72.1,44.6,1.6,Yes,0
83.4,2.8,8.2,85.3,70.5,1.7,Yes,0
57.8,2.9,6.7,88.8,52.6,2.5,No,1
84.5,4.1,7.8,66.8,78.1,1.0,No,0
65.6,0.1,9.6,72.5,82.4,0.0,Yes,1
80.8,0.0,6.6,76.5,90.6,0.5,Yes,0
60.9,3.2,6.5,80.3,61.4,1.7,Yes,1
83.4,2.8,7.1,70.0,84.8,1.9,No,0
68.3,3.0,8.1,70.2,91.8,3.8,Yes,0
62.6,2.2,6.4,92.7,43.7,2.5,Yes,0
86.6,3.7,6.3,90.1,79.8,1.9,Yes,0
80.9,4.1,8.2,79.2,85.3,1.8,Yes,0
70.6,3.5,7.4,97.8,65.9,3.1,Yes,0
95.4,2.4,4.8,66.2,50.6,1.1,Yes,0
72.7,0.0,5.7,96.3,85.1,1.6,Yes,1
78.4,3.9,8.7,80.1,50.8,0.5,No,0
81.2,4.5,7.4,100.0,67.1,3.5,Yes,0
70.6,3.7,6.2,54.1,69.4,2.3,No,0
83.7,1.6,6.8,61.7,81.4,1.0,Yes,0
71.6,3.7,7.0,78.3,60.0,1.7,Yes,0
73.1,4.0,7.8,78.0,59.0,2.4,Yes,0
94.4,5.0,5.5,100.0,71.6,1.5,Yes,0
65.5,1.6,6.1,62.0,86.1,1.2,Yes,0
49.0,2.5,7.3,85.6,100.0,1.0,Yes,0
97.3,3.8,6.9,89.4,45.9,2.2,Yes,0
100.0,2.9,7.6,82.6,75.0,1.4,Yes,0
73.1,1.2,5.6,57.6,52.6,1.3,No,1
54.8,3.4,7.4,93.1,86.3,0.2,Yes,0
74.3,3.6,8.2,90.4,55.0,1.9,Yes,0
74.6,2.9,7.5,81.0,59.2,1.6,Yes,0
75.7,3.1,7.2,75.1,60.6,1.4,Yes,0
64.6,2.4,6.9,75.4,68.8,2.0,Yes,1
85.0,4.9,6.1,70.8,75.2,2.7,Yes,0
84.3,1.5,6.9,81.6,77.7,2.6,Yes,0
60.1,2.0,8.4,72.5,69.9,2.5,Yes,1
86.4,2.8,6.9,59.3,48.7,1.5,Yes,1
100.0,4.0,6.0,56.3,81.6,1.1,Yes,0
80.1,0.7,6.5,60.7,69.2,0.5,Yes,0
74.0,1.0,7.2,75.3,88.6,1.1,No,0
76.3,0.0,6.6,71.6,58.7,1.8,Yes,1
85.4,2.8,7.5,75.2,44.4,0.9,Yes,0
57.2,1.2,7.6,79.5,69.5,1.9,Yes,1
80.0,2.3,8.0,62.6,90.7,0.6,Yes,0
73.3,3.7,8.6,94.0,72.6,0.0,Yes,0
100.0,1.9,8.1,68.0,66.8,2.8,No,0
75.9,3.1,6.0,65.5,56.1,1.2,Yes,1
98.0,2.4,6.0,79.2,98.1,0.8,Yes,0
64.8,3.7,6.9,44.5,53.5,0.5,Yes,1
85.0,3.5,6.5,60.1,58.4,2.3,Yes,0
81.8,1.8,5.7,86.7,79.1,3.4,Yes,0
67.6,2.6,6.5,45.9,40.3,1.3,Yes,1
80.1,4.3,6.5,88.8,90.4,1.5,Yes,0
92.6,3.4,6.3,94.7,80.0,3.1,Yes,0
74.1,0.8,6.7,66.5,84.4,0.0,Yes,1
57.7,3.7,8.3,76.4,78.9,4.2,Yes,0
77.8,1.3,7.2,88.8,67.4,4.7,Yes,0
67.2,4.8,9.7,65.0,53.0,0.0,Yes,1
73.9,4.2,7.2,85.0,67.8,1.7,Yes,0
77.0,3.2,6.7,61.9,54.4,0.9,Yes,1
57.5,3.0,7.0,64.8,77.8,1.5,Yes,0
58.6,2.5,7.3,60.0,82.9,1.3,No,0
83.8,3.7,7.5,77.1,93.6,2.8,Yes,0
71.7,2.3,9.3,89.4,75.9,1.7,Yes,0
47.2,3.1,6.1,69.2,84.8,0.7,No,0
87.4,4.0,7.9,52.9,65.2,1.6,Yes,0
81.3,2.0,7.2,55.8,62.3,2.4,Yes,0
69.4,1.9,5.3,77.9,77.6,0.4,Yes,0
62.2,1.1,7.8,99.7,63.8,0.0,Yes,1
88.0,1.3,8.4,77.9,74.3,4.2,No,1
82.2,0.2,6.1,66.2,53.0,1.0,Yes,1
100.0,3.8,7.0,83.5,55.9,1.6,No,0
83.0,5.3,5.1,68.4,80.2,1.3,Yes,0
82.7,4.8,5.6,66.3,84.2,2.5,Yes,0
76.0,0.5,8.2,57.6,54.2,3.9,Yes,1
87.8,3.8,6.5,93.1,80.7,2.5,Yes,0
85.5,4.8,5.8,33.9,61.5,0.0,No,1
93.0,2.2,7.3,84.0,70.3,0.1,Yes,0
71.7,2.9,6.4,65.0,92.7,1.3,Yes,0
72.8,0.0,6.5,65.8,82.9,1.5,Yes,0
72.3,3.2,7.8,97.4,82.7,0.0,Yes,0
87.5,1.3,5.7,61.3,100.0,2.8,No,0
96.0,3.1,6.0,61.8,58.7,0.5,Yes,0
72.5,0.6,7.2,70.0,54.2,3.6,Yes,1
72.9,3.6,8.1,78.2,58.4,4.0,Yes,0
81.8,4.2,8.4,65.4,65.9,1.5,Yes,0
75.1,1.7,6.3,48.4,32.3,2.3,No,1
89.4,1.2,8.0,59.0,66.7,0.3,Yes,1
51.0,0.0,6.1,91.2,61.3,2.5,Yes,1
68.1,2.4,9.0,73.1,82.5,1.2,Yes,1
68.6,2.0,5.8,78.8,75.6,0.5,Yes,0
50.2,0.6,8.5,68.1,60.4,1.5,No,1
66.4,3.4,6.3,62.1,79.4,1.2,Yes,0
67.0,2.2,9.2,97.2,81.6,1.4,Yes,0
75.6,1.3,7.7,69.2,57.7,2.9,Yes,1
91.4,2.0,5.9,65.3,62.1,0.9,No,1
75.1,4.3,6.4,88.4,34.4,3.9,No,0
65.6,3.6,7.9,61.2,52.5,0.2,Yes,0
77.3,2.6,8.2,63.1,58.1,3.7,Yes,0
90.6,3.7,6.9,72.2,71.2,0.6,Yes,0
66.3,1.2,7.0,72.0,54.9,1.8,Yes,1
67.1,2.8,7.8,75.9,61.8,1.2,Yes,0
84.7,3.0,7.1,100.0,50.4,1.4,Yes,0
75.3,2.1,5.6,77.0,72.7,2.8,No,0
85.8,3.4,6.1,36.3,76.8,3.6,Yes,0
77.8,1.7,7.3,76.9,76.4,3.2,Yes,0
86.4,3.5,8.3,72.6,70.2,1.3,Yes,0
65.6,3.6,8.8,72.7,45.3,2.0,Yes,1
77.9,0.0,7.9,75.7,60.1,0.9,Yes,0
75.5,4.5,7.3,71.6,63.5,0.6,Yes,0
63.4,0.0,7.8,71.2,63.5,0.4,No,1
59.2,1.9,6.3,81.2,71.2,1.3,Yes,0
86.2,4.2,6.8,63.9,92.8,2.1,Yes,0
73.8,2.4,6.1,57.8,83.0,0.0,Yes,0
65.7,0.7,5.6,100.0,54.2,1.7,Yes,1
76.8,1.3,7.4,61.3,80.9,3.6,Yes,0
91.5,4.2,7.2,73.5,80.2,3.1,No,0
50.6,0.1,7.8,49.6,57.1,1.1,Yes,1
60.0,4.4,7.6,73.7,83.6,0.1,Yes,0
66.9,2.7,7.3,58.0,67.4,2.4,Yes,1
95.5,1.1,7.6,65.4,47.4,0.0,Yes,0
81.4,2.0,7.0,87.7,77.3,3.1,Yes,0
87.2,1.4,7.5,79.1,73.5,1.5,Yes,0
64.3,4.0,6.2,80.5,66.4,4.0,Yes,0
64.6,3.8,7.4,45.4,69.4,0.0,Yes,0
83.4,0.4,7.7,99.6,58.5,2.9,Yes,0
78.7,2.2,6.3,54.1,79.8,1.7,Yes,0
84.6,1.6,7.1,94.9,69.3,1.4,Yes,0
75.7,4.6,6.3,87.3,72.7,0.2,Yes,0
81.3,0.9,6.4,80.7,75.7,2.5,No,0
79.9,5.0,5.8,59.2,51.5,2.6,Yes,0
87.3,2.8,8.4,74.3,55.7,3.9,Yes,0
87.7,1.2,8.2,64.9,34.6,3.0,No,1
58.6,1.9,7.6,72.4,79.0,1.1,Yes,1
51.0,1.7,9.2,68.3,50.6,0.6,Yes,1
90.0,1.0,6.8,41.4,72.1,0.2,Yes,0
92.3,2.9,10.0,88.8,75.9,3.6,Yes,0
65.8,1.1,6.7,70.8,79.6,0.9,Yes,0
55.7,0.0,7.3,64.7,50.7,3.6,Yes,1
79.2,2.3,6.6,63.6,69.0,2.4,Yes,0
89.2,0.3,7.4,77.4,96.7,2.2,Yes,0
99.6,1.7,7.9,58.6,97.4,1.4,No,0
84.2,1.5,6.9,38.2,85.8,2.6,Yes,0
73.5,1.6,9.0,78.1,75.4,1.8,Yes,0
67.3,5.6,7.3,79.8,53.9,1.4,Yes,0
78.1,2.9,7.3,69.0,81.5,2.6,Yes,0
74.4,3.1,6.0,54.8,67.5,1.6,Yes,0
65.8,0.3,7.5,73.3,79.0,0.8,Yes,1
100.0,1.9,6.9,50.0,59.9,2.5,No,0
99.4,3.1,6.3,56.6,67.2,1.7,Yes,0
91.6,1.4,6.1,60.7,72.6,2.4,Yes,0
66.9,4.1,9.9,84.7,73.9,1.3,Yes,0
88.3,1.1,6.7,66.6,77.9,0.3,Yes,0
85.7,2.4,5.4,65.3,60.7,3.9,Yes,0
83.3,2.0,6.2,100.0,48.5,3.7,Yes,0
93.0,3.0,6.9,77.3,96.0,2.9,Yes,0
85.6,1.9,7.6,77.1,100.0,1.3,Yes,0
86.9,2.4,7.6,66.5,77.2,1.4,Yes,0
85.6,2.5,7.7,63.1,48.8,3.5,Yes,0
82.1,1.8,6.3,39.2,57.6,1.4,Yes,1
56.6,3.5,7.4,86.5,78.1,1.0,Yes,0
79.0,3.1,6.0,78.7,91.5,4.0,Yes,0
71.3,2.7,6.3,69.3,50.6,1.7,Yes,1
62.6,2.2,6.0,69.9,68.0,3.9,Yes,1
98.2,3.9,5.7,83.0,73.1,0.1,Yes,0
98.7,2.5,8.2,48.7,83.8,2.4,Yes,0
94.3,2.4,7.8,63.2,64.5,4.3,Yes,0
81.1,2.9,8.1,55.0,45.0,1.8,Yes,1
94.2,5.2,7.0,98.6,79.9,1.5,Yes,0
78.1,0.9,7.9,85.1,88.0,0.4,Yes,0
80.4,3.9,5.1,39.0,68.7,3.1,No,1
64.9,0.1,7.9,49.3,76.5,0.9,Yes,1
82.8,3.1,7.2,70.0,62.4,1.7,No,0
78.7,5.0,7.7,64.9,56.5,0.3,Yes,0
62.4,3.5,7.4,52.1,86.4,3.7,Yes,0
77.4,3.0,5.9,100.0,76.2,3.2,Yes,0
77.0,2.0,5.4,76.7,77.8,1.8,Yes,0
99.6,2.8,6.2,79.1,94.0,0.4,Yes,0
88.7,2.4,7.6,61.6,53.1,3.6,Yes,0
78.1,1.7,7.8,82.8,61.2,1.4,Yes,1
81.0,2.4,5.5,66.3,72.5,0.5,Yes,0
78.5,3.1,5.9,67.7,61.0,0.0,Yes,1
75.6,1.7,6.2,81.2,82.5,1.0,Yes,0
65.0,1.7,6.6,47.6,67.0,0.1,Yes,1
76.2,0.9,5.5,96.0,54.1,1.1,No,1
69.0,3.3,5.4,74.7,71.1,2.7,Yes,0
63.0,3.6,6.1,91.2,72.7,1.3,Yes,0
84.1,3.1,7.1,55.9,85.0,2.2,No,0
82.7,4.2,5.7,58.2,76.3,0.9,Yes,0
56.6,2.9,6.9,54.6,77.4,1.9,Yes,0
76.5,3.3,8.2,75.8,75.1,4.1,Yes,0
89.9,3.2,5.6,73.0,67.0,1.4,Yes,0
90.7,2.7,6.8,65.0,58.5,2.3,No,0
90.3,2.1,8.1,56.8,74.6,0.0,Yes,0
78.5,5.9,6.5,53.0,64.7,3.6,Yes,0
67.9,2.2,6.4,71.3,97.0,1.2,Yes,0
65.0,1.9,8.3,65.0,91.5,3.1,Yes,1
82.1,3.4,6.7,61.7,80.1,1.7,Yes,0
82.6,3.2,8.2,95.2,76.1,2.5,Yes,0
93.4,0.8,7.5,70.8,68.6,2.6,Yes,0
91.2,4.4,6.6,91.1,49.8,1.3,Yes,0
76.4,2.7,7.5,64.0,66.5,3.1,Yes,0
63.1,1.2,7.4,75.7,71.6,0.9,No,0
74.2,4.5,8.1,71.2,73.7,2.7,Yes,0
80.6,3.7,6.4,46.5,77.5,1.3,Yes,0
75.6,1.0,7.0,93.4,84.7,2.2,Yes,0
71.1,5.3,6.9,70.0,58.9,1.2,Yes,0
81.0,3.7,7.8,83.2,59.1,1.9,Yes,0
72.0,2.8,5.9,60.7,93.2,0.5,Yes,0
70.5,5.0,8.1,69.5,82.3,2.1,Yes,0
81.7,3.0,7.5,59.0,63.7,1.9,No,0
73.2,2.8,5.6,90.5,68.3,1.2,No,0
80.9,1.9,8.3,76.7,68.4,1.7,Yes,0
81.3,3.6,9.5,77.5,70.5,2.0,Yes,0
64.3,3.5,8.1,92.4,77.6,1.1,Yes,0
72.2,2.8,8.6,89.3,100.0,1.6,Yes,0
95.3,1.7,7.1,83.5,73.0,0.6,Yes,0
64.1,3.0,5.2,50.7,80.6,4.6,Yes,1
52.6,2.7,5.0,61.6,43.0,3.1,No,1
55.7,0.9,7.3,56.9,62.2,2.1,Yes,1
78.3,0.7,6.3,82.9,89.7,3.2,Yes,1
78.4,3.6,6.0,74.6,76.4,0.0,Yes,0
76.6,0.0,6.9,51.1,20.0,0.0,Yes,1
92.6,3.1,7.7,69.2,80.8,1.3,Yes,0
45.9,2.1,5.4,49.6,100.0,0.1,Yes,1
82.8,4.6,6.5,71.2,38.1,1.5,Yes,0
96.7,2.1,8.7,47.2,94.3,2.0,No,0
64.5,3.7,5.8,79.9,25.6,2.9,Yes,1
73.4,2.2,8.0,77.7,85.0,0.4,No,0
69.0,3.0,6.5,100.0,69.9,2.3,Yes,0
67.3,3.8,7.6,84.7,32.4,1.8,Yes,0
74.1,2.2,8.2,65.7,77.1,2.2,Yes,0
95.1,4.2,7.8,84.3,88.4,1.2,Yes,0
100.0,1.4,8.0,51.0,75.8,3.5,Yes,0
74.0,3.2,5.7,57.6,79.4,1.7,Yes,0
100.0,4.1,8.2,77.0,63.4,3.9,Yes,0
78.4,3.7,6.1,39.6,40.2,0.9,Yes,0
99.0,5.5,7.3,71.4,81.1,2.7,Yes,0
76.9,1.7,7.3,56.7,98.0,1.7,Yes,0
79.6,0.9,7.5,73.5,88.1,1.4,Yes,0
82.4,1.4,7.4,55.8,38.2,2.6,No,1
100.0,3.7,6.1,78.4,45.8,1.4,Yes,0
88.2,3.5,5.5,72.3,56.5,0.0,Yes,0
69.5,2.9,8.0,93.0,44.5,0.0,Yes,0
89.6,1.2,7.2,72.1,70.7,3.3,Yes,0
73.7,3.9,8.3,60.5,76.3,3.3,No,0
72.1,1.1,7.0,68.3,47.1,4.1,Yes,1
88.9,4.4,5.5,51.8,82.4,1.8,Yes,0
78.4,6.8,8.1,78.1,79.6,0.2,Yes,0
81.3,3.3,6.6,80.8,61.2,1.3,No,0
78.2,3.6,7.4,100.0,67.2,1.8,Yes,0
82.0,2.1,6.3,62.7,38.8,0.6,No,1
83.1,0.3,8.8,68.0,64.7,3.8,Yes,1
54.8,2.0,6.0,63.4,70.1,4.5,No,1
86.0,1.3,6.6,75.2,72.7,2.4,Yes,1
66.2,0.8,7.1,77.7,76.1,1.8,Yes,0
60.7,5.2,5.8,71.2,73.9,0.2,Yes,0
77.3,3.2,7.4,88.3,65.8,3.7,Yes,0
79.0,3.3,8.8,62.7,74.6,1.9,No,0
69.7,2.4,6.5,86.8,86.0,1.5,No,0
88.0,2.6,7.4,80.1,68.5,2.4,Yes,0
61.9,4.2,4.0,71.8,75.1,1.1,No,1
73.1,2.8,7.0,67.3,67.0,2.0,Yes,0
71.0,3.5,6.7,100.0,59.7,0.1,Yes,0
77.4,2.5,6.1,59.7,78.4,3.1,Yes,0
81.3,2.3,8.2,76.5,61.1,1.7,Yes,0
65.9,0.8,6.6,60.7,76.2,3.2,Yes,1
86.7,0.0,6.8,98.8,70.5,1.6,Yes,0
78.8,2.4,6.6,85.3,65.1,1.6,Yes,0
55.3,2.9,4.9,61.8,64.7,0.3,Yes,1
54.5,1.0,5.8,79.7,61.9,2.7,Yes,1
77.9,2.8,8.1,75.9,43.7,0.7,Yes,1
75.3,2.9,4.7,64.3,76.1,1.2,Yes,1
76.8,0.0,6.2,83.4,73.7,1.8,Yes,0
77.7,1.5,6.6,77.8,83.6,1.9,Yes,0
80.7,3.4,8.9,75.2,61.5,0.0,Yes,0
89.4,3.3,7.8,71.4,100.0,1.5,Yes,0
64.7,1.2,6.4,78.5,63.9,2.8,Yes,0
63.9,3.0,8.4,75.4,56.0,1.3,Yes,0
64.9,4.2,6.2,72.9,54.1,1.5,Yes,0
81.5,3.9,8.1,62.4,42.3,2.0,No,0
92.9,2.7,5.5,97.4,94.5,1.6,Yes,0
72.8,2.1,8.2,56.2,91.9,0.6,No,1
48.0,1.9,6.6,78.4,79.6,1.8,No,1
57.6,3.5,5.9,67.2,55.7,3.0,Yes,1
68.0,3.1,6.8,98.4,99.0,0.5,Yes,0
71.3,3.7,7.3,58.4,64.4,1.4,Yes,1
73.1,3.0,6.5,61.0,65.7,0.1,Yes,0
78.5,3.9,7.6,57.5,93.0,2.9,Yes,0
74.3,2.9,6.4,76.9,80.5,1.7,No,0
90.6,3.9,7.7,51.4,100.0,0.8,Yes,0
69.9,4.0,7.5,64.8,74.0,1.9,Yes,0
67.7,1.7,6.9,39.7,63.6,0.4,Yes,1
83.7,0.3,6.5,75.6,60.2,0.6,Yes,0
59.6,5.0,7.2,64.5,40.4,0.0,Yes,0
82.7,3.2,7.6,49.7,65.5,0.5,No,0
79.2,0.4,9.3,88.3,88.3,3.4,Yes,0
76.2,1.8,8.0,52.4,79.6,0.9,Yes,1
97.1,3.9,8.1,84.0,70.3,2.4,Yes,0
70.5,2.4,10.0,61.5,54.1,0.8,Yes,1
100.0,2.1,7.6,96.0,73.6,2.7,Yes,0
75.3,4.8,7.5,83.2,86.2,0.6,Yes,0
62.7,1.3,7.8,56.9,76.9,1.8,Yes,0
78.8,1.7,5.9,58.2,72.7,1.9,Yes,0
65.1,3.1,6.5,81.1,57.2,4.6,No,1
69.0,3.3,6.4,68.1,83.9,2.6,Yes,0
82.8,3.5,7.7,69.5,20.0,1.1,Yes,1
84.7,4.1,6.8,91.1,76.1,2.6,Yes,0
70.5,3.1,7.2,60.8,100.0,4.4,No,0
89.8,3.5,8.2,73.4,45.9,0.0,Yes,0
91.9,2.4,7.9,86.3,66.1,0.8,Yes,0
95.2,2.9,6.8,84.1,69.9,1.5,Yes,0
84.4,3.0,6.3,69.6,62.6,1.3,Yes,0
94.4,3.1,8.2,67.7,86.6,1.4,Yes,0
55.4,3.9,7.9,45.9,77.6,0.2,Yes,0
74.2,3.6,5.2,56.2,72.4,3.5,Yes,0
67.6,2.9,6.7,76.8,82.8,0.1,Yes,0
79.4,1.7,7.2,69.9,70.3,1.6,Yes,0
71.1,2.9,7.9,73.1,100.0,3.1,Yes,0
76.0,2.8,8.0,87.6,72.4,1.8,Yes,0
100.0,3.1,7.3,54.2,73.1,0.6,Yes,0
76.0,5.9,7.6,68.5,42.6,0.2,Yes,0
83.0,2.1,7.1,74.8,61.3,1.5,Yes,0
75.2,3.4,6.3,61.4,88.4,0.9,Yes,0
78.9,4.3,6.7,93.5,48.6,2.0,Yes,0
78.1,2.9,7.0,85.6,35.5,0.1,Yes,0
83.4,6.1,7.0,76.4,70.5,2.8,No,0
92.0,2.3,4.9,98.9,91.9,1.9,No,0
97.8,3.3,6.6,49.5,70.7,2.0,Yes,0
81.7,1.7,7.1,71.9,64.6,3.5,Yes,0
85.1,2.3,6.7,77.5,40.3,1.3,Yes,0
